pickup_hour,trip_count,avg_fare,avg_distance,avg_duration,company,month
1,11472,11.411773884239889,2.8609640864714088,10.947151034402603,green,4
2,8278,11.944491423049046,3.081791495530321,11.26181847467182,green,4
3,6814,12.266891693572058,3.204638978573525,11.71812444966246,green,4
4,5782,13.959097198201315,3.8274680041508127,12.416695491756023,green,4
5,4402,17.219804634257155,5.0277033166742395,14.637149780402847,green,4
6,7447,18.451369679065397,5.202547334497114,18.09867284365069,green,4
7,14973,15.934615641488012,3.9104915514592933,18.300908301609564,green,4
8,22720,14.708956866197184,3.408873679577465,17.417959213615024,green,4
9,24938,14.348145400593472,3.4144293848744884,16.460151843237895,green,4
10,23670,14.19961765948458,3.402904942965779,15.981812420785804,green,4
11,23390,14.232357845233004,3.3913950406156474,15.916502066410146,green,4
12,23605,14.22847744122008,3.389560262656217,16.023915130975077,green,4
13,22950,14.32378649237473,3.3940139433551195,16.335955700798838,green,4
14,25620,14.294279078844653,3.302996487119438,17.619071038251366,green,4
15,28376,14.375512757259656,3.2317366788835633,18.242189996240956,green,4
16,29731,14.208449093538732,3.151826712858633,18.141711793526397,green,4
17,32805,13.156366712391403,2.8776055479347664,16.48957069552406,green,4
18,36177,12.0100594300246,2.687439533405202,14.281354636002616,green,4
19,32355,11.299272446298872,2.6083909751197654,12.567458404162158,green,4
20,29111,11.305541891381266,2.6818913812648137,12.1964480780461,green,4
21,25810,11.535135218907401,2.7976024796590466,12.020368074389772,green,4
22,23960,11.791729966611017,2.919853088480801,11.943551752921536,green,4
23,20015,11.802318760929303,2.94732700474644,11.792915313514865,green,4
0,15182,11.671006455012515,2.9483427743380317,11.366381240943221,green,5
1,10716,11.364049085479657,2.8611618141097424,11.005720418066444,green,5
2,7345,11.860599046970728,3.0619605173587474,11.185629680054458,green,5
3,5407,12.694470131311263,3.3693693360458665,11.451128167190678,green,5
4,4972,14.203240144810941,3.9424074818986328,12.525338562617323,green,5
5,4634,17.841022874406562,5.267296072507553,15.28197381671702,green,5
6,8234,18.753501335924216,5.2838693223220785,18.700552586835073,green,5
7,15990,16.67162539086929,4.088220762976861,19.35151136126746,green,5
8,23453,15.25497804118876,3.5482616296422633,18.211476854418056,green,5
